,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
43065,2,technician,single,secondary,no,0,yes,no,cellular,18,feb,3,2,-1,0,unknown
43066,4,management,single,tertiary,no,0,no,no,cellular,18,feb,6,1,18,2,success
43067,10,retired,married,secondary,no,0,no,yes,cellular,18,feb,1,1,6,1,success
43070,7,services,married,secondary,no,0,no,yes,cellular,18,feb,1,1,18,4,failure
43071,2,admin.,single,tertiary,no,0,yes,yes,cellular,18,feb,2,1,-1,0,unknown
43073,4,management,single,tertiary,no,0,yes,no,cellular,19,feb,2,2,18,6,success
43074,8,self-employed,married,tertiary,no,0,no,no,cellular,19,feb,1,4,3,2,success
43076,6,blue-collar,married,secondary,no,0,yes,no,cellular,19,feb,3,1,8,7,success
43077,6,management,married,tertiary,no,0,no,yes,cellular,19,feb,1,4,6,1,success
43079,1,student,single,unknown,no,0,no,no,cellular,19,feb,1,3,6,1,failure
43080,13,retired,married,secondary,no,0,no,no,telephone,19,feb,2,1,-1,0,unknown
43081,2,blue-collar,single,primary,no,0,no,no,cellular,19,feb,5,2,-1,0,unknown
43082,9,retired,divorced,secondary,no,0,no,no,cellular,19,feb,2,1,6,1,success
43084,7,management,married,tertiary,no,0,no,no,unknown,22,feb,3,1,-1,0,unknown
43088,4,management,single,tertiary,no,0,no,no,cellular,22,feb,4,1,6,1,failure
43089,2,unknown,single,unknown,no,0,no,no,cellular,22,feb,2,1,-1,0,unknown
43092,8,retired,divorced,secondary,no,0,no,no,cellular,22,feb,2,1,8,1,failure
43099,4,management,married,tertiary,no,0,no,no,cellular,23,feb,1,1,-1,0,unknown
43102,1,student,single,secondary,no,0,no,no,cellular,23,feb,5,1,6,2,other
43103,13,housemaid,married,primary,no,0,no,no,cellular,23,feb,5,1,6,1,failure
43104,2,student,single,secondary,no,0,no,no,cellular,23,feb,1,1,6,5,success
43105,6,admin.,married,secondary,no,0,no,no,cellular,23,feb,2,1,6,5,success
43106,11,retired,divorced,tertiary,no,0,no,no,cellular,23,feb,2,1,-1,0,unknown
43107,6,management,single,tertiary,no,0,no,no,cellular,23,feb,0,2,8,11,other
43109,4,unemployed,married,tertiary,no,1,no,no,telephone,23,feb,3,1,5,6,failure
43110,2,self-employed,single,tertiary,no,0,no,no,cellular,23,feb,1,1,3,7,failure
43111,5,management,single,tertiary,no,0,yes,no,cellular,23,feb,1,2,6,6,failure
43113,3,technician,single,secondary,no,0,no,yes,cellular,23,feb,3,1,-1,0,unknown
43115,3,management,married,tertiary,no,0,yes,yes,unknown,23,feb,0,1,12,2,failure
43122,1,student,single,secondary,no,0,no,no,cellular,24,feb,1,1,3,6,success
43123,6,housemaid,married,tertiary,no,1,no,no,cellular,24,feb,1,2,6,2,success
43126,9,admin.,married,secondary,no,0,no,no,cellular,24,feb,1,1,6,4,success
43128,11,retired,married,primary,no,0,no,no,cellular,24,feb,5,1,6,5,failure
43129,12,retired,divorced,secondary,no,0,no,no,cellular,24,feb,1,1,-1,0,unknown
43131,7,admin.,single,unknown,no,0,no,no,cellular,24,feb,2,2,-1,0,unknown
43132,9,self-employed,divorced,tertiary,no,1,no,no,cellular,24,feb,4,2,-1,0,unknown
43139,4,management,married,tertiary,no,0,no,no,cellular,24,feb,4,2,6,10,success
43144,2,services,single,secondary,no,0,yes,no,cellular,25,feb,3,3,-1,0,unknown
43146,8,management,married,unknown,no,0,no,no,cellular,25,feb,2,1,6,1,success
43147,9,technician,married,secondary,no,0,no,no,cellular,25,feb,2,1,12,1,success
43148,8,technician,married,secondary,no,1,yes,no,cellular,25,feb,11,1,15,1,failure
43149,1,student,single,secondary,no,0,no,no,telephone,25,feb,1,1,6,3,success
43150,3,student,single,secondary,no,0,no,no,cellular,25,feb,1,1,6,2,success
43151,10,management,married,unknown,no,0,yes,no,cellular,25,feb,0,1,2,10,failure
43154,11,retired,married,primary,no,0,no,no,cellular,25,feb,3,2,-1,0,unknown
43157,7,technician,married,secondary,no,0,no,no,cellular,26,feb,7,3,6,6,success
43158,11,retired,divorced,secondary,no,0,no,no,cellular,26,feb,6,1,5,1,success
43159,3,management,married,tertiary,no,0,no,no,cellular,26,feb,2,3,3,2,failure
43160,8,technician,married,secondary,no,0,no,yes,cellular,26,feb,1,1,6,4,success
43164,3,management,single,tertiary,no,1,no,no,cellular,26,feb,3,1,6,3,success
43167,11,retired,married,unknown,no,0,no,no,telephone,26,feb,2,3,4,2,success
43173,10,unemployed,married,secondary,no,0,no,no,telephone,2,mar,7,1,-1,0,unknown
43174,8,management,married,tertiary,no,0,no,no,cellular,2,mar,4,1,5,2,failure
43175,4,management,married,tertiary,no,0,no,no,cellular,2,mar,1,1,6,1,success
43176,2,blue-collar,single,secondary,no,-1,yes,no,cellular,2,mar,4,1,2,11,failure
43178,2,technician,single,tertiary,no,0,no,no,cellular,2,mar,5,1,-1,0,unknown
43179,6,admin.,single,tertiary,no,0,yes,no,cellular,2,mar,3,1,-1,0,unknown
43181,4,services,single,secondary,no,0,no,no,cellular,2,mar,1,1,-1,0,unknown
43183,2,technician,single,secondary,no,0,yes,no,cellular,2,mar,1,1,9,2,failure
43184,7,technician,married,tertiary,no,0,no,no,cellular,2,mar,4,2,-1,0,unknown
43186,8,retired,married,primary,no,0,no,no,cellular,2,mar,1,2,4,5,failure
43187,4,management,single,tertiary,no,0,yes,no,cellular,2,mar,2,1,5,2,success
43188,6,technician,married,primary,no,0,no,no,cellular,2,mar,1,2,6,1,other
43189,9,retired,divorced,tertiary,no,0,no,no,cellular,2,mar,1,4,13,2,other
43190,5,technician,married,secondary,no,0,yes,no,cellular,2,mar,2,2,-1,0,unknown
43191,2,student,single,tertiary,no,0,no,no,telephone,2,mar,1,3,10,1,other
43192,5,unemployed,single,tertiary,no,1,no,no,cellular,2,mar,2,2,6,2,success
43193,2,student,single,secondary,no,0,no,no,cellular,3,mar,1,1,6,2,failure
43194,15,retired,divorced,primary,no,0,no,no,telephone,3,mar,4,1,-1,0,unknown
43195,2,student,single,unknown,no,1,no,no,cellular,3,mar,1,2,6,1,failure
43196,2,technician,single,tertiary,no,0,yes,no,cellular,3,mar,2,1,2,5,failure
43197,10,retired,married,secondary,no,0,no,no,cellular,3,mar,1,2,3,3,success
43198,4,admin.,married,secondary,no,0,no,no,cellular,3,mar,1,2,9,1,failure
43201,10,housemaid,divorced,primary,no,0,no,no,telephone,3,mar,6,1,-1,0,unknown
43203,9,retired,married,secondary,no,0,no,no,cellular,4,mar,1,2,-1,0,unknown
43204,3,management,single,tertiary,no,0,no,no,cellular,4,mar,1,2,4,5,other
43206,3,management,married,tertiary,no,0,yes,no,cellular,4,mar,2,1,6,4,failure
43207,5,management,married,tertiary,no,0,no,no,cellular,4,mar,1,1,2,4,failure
43211,2,admin.,single,tertiary,no,0,yes,no,cellular,4,mar,3,2,9,5,success
43213,11,retired,single,secondary,no,0,no,no,cellular,4,mar,4,3,6,2,failure
43216,2,student,single,secondary,no,1,no,no,cellular,5,mar,1,1,6,1,failure
43218,9,admin.,married,secondary,no,2,no,no,cellular,5,mar,0,1,-1,0,unknown
43219,2,blue-collar,single,secondary,no,0,no,no,cellular,5,mar,3,1,-1,0,unknown
43220,9,retired,married,tertiary,no,0,no,no,telephone,5,mar,2,4,5,4,success
43221,2,student,single,tertiary,no,0,no,no,cellular,5,mar,0,1,3,2,success
43223,10,retired,married,primary,no,0,no,no,cellular,5,mar,3,1,-1,0,unknown
43226,4,services,married,secondary,no,0,no,no,unknown,5,mar,2,1,13,1,failure
43227,7,housemaid,married,tertiary,no,0,no,no,cellular,5,mar,5,2,-1,0,unknown
43228,5,unemployed,single,secondary,no,0,no,no,cellular,5,mar,1,1,3,6,other
43231,4,management,married,tertiary,no,1,no,no,cellular,5,mar,2,1,-1,0,unknown
43232,4,services,married,secondary,no,0,yes,no,cellular,5,mar,4,2,5,7,success
43233,3,management,divorced,tertiary,no,0,no,no,cellular,8,mar,2,2,9,1,success
43238,13,retired,married,tertiary,no,0,no,no,telephone,8,mar,5,1,-1,0,unknown
43239,6,student,single,unknown,no,0,no,no,cellular,8,mar,1,1,-1,0,unknown
43240,3,technician,married,tertiary,no,0,yes,no,cellular,8,mar,2,4,9,1,failure
43242,7,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,1,2,-1,0,unknown
43243,9,unemployed,divorced,secondary,no,0,no,no,cellular,8,mar,3,1,-1,0,unknown
43244,8,unemployed,married,secondary,no,0,no,no,cellular,8,mar,2,1,2,2,success
43245,3,management,single,tertiary,no,0,no,no,cellular,8,mar,2,2,-1,0,unknown
43247,4,management,married,tertiary,no,0,no,no,cellular,9,mar,1,2,6,3,success
43248,10,retired,married,unknown,no,0,no,no,telephone,9,mar,1,1,3,1,success
43249,3,management,single,tertiary,no,0,no,no,cellular,9,mar,3,1,6,2,success
43250,11,retired,married,primary,no,0,no,no,cellular,9,mar,1,1,-1,0,unknown
43251,12,retired,divorced,primary,no,0,no,no,cellular,9,mar,2,1,6,5,success
43252,4,technician,married,secondary,no,0,yes,no,cellular,9,mar,2,1,3,4,success
43253,2,management,single,tertiary,no,0,no,no,cellular,9,mar,1,1,-1,0,unknown
43254,3,management,married,tertiary,no,0,no,no,cellular,9,mar,1,3,6,6,success
43255,3,management,married,tertiary,no,0,yes,no,cellular,9,mar,2,1,10,1,success
43256,4,services,married,secondary,no,0,no,no,cellular,9,mar,2,2,3,3,success
43257,5,management,married,unknown,no,0,no,no,cellular,9,mar,5,2,5,3,success
43258,0,student,single,unknown,no,0,no,no,cellular,9,mar,2,2,6,1,success
43260,2,management,single,tertiary,no,0,no,no,cellular,9,mar,2,1,-1,0,unknown
43261,7,blue-collar,married,primary,no,0,no,no,telephone,9,mar,3,3,6,6,success
43262,7,unemployed,married,secondary,no,0,no,no,cellular,10,mar,3,2,6,1,success
43263,9,retired,married,secondary,no,0,yes,yes,cellular,10,mar,1,1,-1,0,unknown
43269,4,management,married,tertiary,no,0,no,no,cellular,10,mar,0,2,15,3,failure
43274,4,unemployed,married,secondary,no,0,no,no,cellular,11,mar,2,1,-1,0,unknown
43281,13,retired,married,primary,no,0,no,no,telephone,12,mar,2,1,3,2,success
43282,6,blue-collar,married,secondary,no,0,yes,no,cellular,12,mar,1,1,6,4,success
43283,9,admin.,married,secondary,no,0,no,no,cellular,12,mar,1,1,-1,0,unknown
43284,11,retired,married,secondary,no,0,no,yes,cellular,12,mar,1,3,11,1,failure
43285,4,management,married,tertiary,no,0,no,no,cellular,12,mar,1,3,6,6,success
43290,12,retired,married,primary,no,5,no,no,cellular,15,mar,2,1,3,2,other
43291,11,retired,married,tertiary,no,0,no,no,cellular,15,mar,1,1,6,2,success
43294,4,blue-collar,married,secondary,no,0,no,no,cellular,15,mar,3,1,6,3,success
43296,13,retired,divorced,primary,no,0,no,no,telephone,15,mar,4,2,6,1,other
43298,10,retired,divorced,primary,no,0,no,no,cellular,15,mar,1,2,-1,0,unknown
43299,11,retired,married,tertiary,no,0,no,no,telephone,15,mar,4,7,-1,0,unknown
43301,5,admin.,divorced,secondary,no,1,yes,yes,telephone,15,mar,2,6,6,2,success
43305,4,housemaid,single,secondary,no,0,yes,no,cellular,16,mar,1,1,10,3,success
43306,4,management,married,unknown,no,0,no,no,cellular,16,mar,2,1,-1,0,unknown
43307,9,retired,married,secondary,no,1,no,no,cellular,16,mar,2,1,6,7,other
43309,9,retired,divorced,secondary,no,0,no,no,cellular,16,mar,2,1,4,9,other
43310,7,admin.,married,secondary,no,0,no,no,telephone,16,mar,2,1,3,2,success
43313,2,management,single,tertiary,no,0,yes,no,cellular,16,mar,1,1,6,2,success
43316,9,retired,married,primary,no,0,no,no,cellular,16,mar,7,3,5,2,failure
43319,4,unemployed,single,secondary,no,0,no,no,unknown,17,mar,3,1,-1,0,unknown
43322,1,self-employed,single,tertiary,no,0,no,no,cellular,17,mar,2,3,-1,0,unknown
43323,7,services,divorced,secondary,no,0,no,no,cellular,18,mar,3,1,9,3,success
43325,4,admin.,married,secondary,no,0,no,no,cellular,18,mar,1,1,-1,0,unknown
43328,6,management,divorced,tertiary,no,0,no,no,cellular,18,mar,3,1,9,1,other
43329,2,blue-collar,single,secondary,no,0,no,no,cellular,18,mar,2,1,-1,0,unknown
43330,6,management,married,tertiary,no,0,yes,no,cellular,18,mar,7,2,6,4,success
43331,8,management,married,tertiary,no,0,no,no,cellular,18,mar,3,2,6,6,other
43333,4,technician,single,secondary,no,0,no,no,cellular,18,mar,4,4,3,6,other
43334,7,technician,single,secondary,no,0,no,yes,unknown,22,mar,0,1,-1,0,unknown
43335,1,technician,single,secondary,no,0,yes,no,cellular,22,mar,2,2,-1,0,unknown
43336,3,management,single,tertiary,no,0,no,no,cellular,22,mar,2,3,6,3,success
43337,5,management,divorced,tertiary,no,0,no,no,cellular,22,mar,1,2,6,4,success
43338,4,management,single,tertiary,no,1,yes,no,cellular,22,mar,1,1,-1,0,unknown
43339,9,admin.,married,secondary,no,0,no,no,cellular,22,mar,2,1,3,10,success
43341,7,management,married,secondary,no,0,no,no,cellular,22,mar,1,1,6,6,other
43343,11,retired,married,primary,no,0,no,no,telephone,23,mar,2,1,3,8,success
43345,2,self-employed,single,tertiary,no,0,no,no,cellular,23,mar,1,1,9,2,success
43346,2,self-employed,single,tertiary,no,0,no,no,cellular,23,mar,2,1,-1,0,unknown
43347,3,student,single,secondary,no,0,no,no,cellular,23,mar,1,1,3,2,success
43348,2,management,single,tertiary,no,0,no,no,cellular,23,mar,1,2,-1,0,unknown
43349,5,services,married,secondary,no,0,no,no,cellular,25,mar,0,1,14,1,success
43350,4,services,married,secondary,no,0,no,no,cellular,25,mar,1,1,-1,0,unknown
43352,9,management,married,tertiary,no,0,no,no,cellular,25,mar,1,1,5,2,success
43356,8,management,married,tertiary,no,2,no,no,cellular,25,mar,2,1,5,6,success
43360,3,management,single,tertiary,no,0,no,no,cellular,26,mar,2,3,-1,0,unknown
43361,6,management,single,tertiary,no,0,yes,no,cellular,26,mar,3,1,10,8,failure
43363,4,technician,single,tertiary,no,0,no,no,cellular,26,mar,2,1,-1,0,unknown
43370,3,self-employed,single,tertiary,no,0,no,no,cellular,29,mar,0,2,3,2,success
43376,2,admin.,single,tertiary,no,0,no,no,telephone,29,mar,3,3,11,1,failure
43379,8,management,divorced,tertiary,no,0,no,no,cellular,30,mar,2,2,11,1,success
43380,1,services,single,secondary,no,0,no,no,cellular,30,mar,1,1,3,2,other
43381,8,housemaid,single,tertiary,no,0,no,no,unknown,30,mar,0,1,-1,0,unknown
43383,3,admin.,single,tertiary,no,1,no,no,cellular,30,mar,1,4,-1,0,unknown
43384,5,admin.,divorced,tertiary,no,0,yes,no,cellular,31,mar,2,2,-1,0,unknown
43385,13,retired,divorced,primary,no,0,no,no,cellular,31,mar,4,1,7,3,other
43386,6,management,married,tertiary,no,0,no,no,cellular,31,mar,1,1,6,1,success
43387,2,student,single,secondary,no,1,no,no,cellular,31,mar,1,1,6,1,failure
43390,2,management,single,tertiary,no,0,yes,yes,cellular,1,apr,1,1,11,1,success
43392,7,technician,divorced,secondary,no,0,no,no,cellular,1,apr,2,1,6,3,success
43393,13,retired,married,secondary,no,16,no,no,telephone,1,apr,3,1,3,3,success
43394,14,retired,married,primary,no,1,no,no,telephone,1,apr,4,2,-1,0,unknown
43396,6,management,married,unknown,no,0,no,no,telephone,1,apr,1,3,12,1,failure
43398,6,technician,married,secondary,no,0,no,yes,cellular,1,apr,2,2,-1,0,unknown
43399,9,blue-collar,married,primary,no,1,no,no,unknown,1,apr,0,1,-1,0,unknown
43400,6,admin.,married,secondary,no,0,yes,no,cellular,5,apr,1,4,12,2,success
43402,7,admin.,married,secondary,no,0,no,no,cellular,5,apr,4,1,-1,0,unknown
43403,7,technician,single,tertiary,no,0,no,no,cellular,5,apr,2,1,-1,0,unknown
43404,7,technician,married,secondary,no,0,yes,no,cellular,5,apr,4,1,20,2,failure
43405,3,blue-collar,married,secondary,no,0,no,no,cellular,5,apr,1,1,-1,0,unknown
43408,0,student,single,secondary,no,0,no,no,cellular,5,apr,2,3,-1,0,unknown
43409,1,student,single,secondary,no,0,no,no,cellular,5,apr,7,4,6,7,failure
43411,4,management,divorced,tertiary,no,0,no,no,cellular,5,apr,1,1,-1,0,unknown
43412,7,technician,married,tertiary,no,1,no,no,cellular,5,apr,1,1,-1,0,unknown
43415,2,management,single,unknown,no,0,no,no,cellular,5,apr,3,1,10,1,failure
43416,3,management,married,tertiary,no,0,yes,no,cellular,5,apr,3,7,14,3,other
43417,7,blue-collar,married,primary,no,0,no,no,telephone,5,apr,3,1,-1,0,unknown
43420,3,management,single,secondary,no,0,yes,no,cellular,6,apr,2,1,12,2,success
43421,2,student,single,tertiary,no,2,yes,no,cellular,6,apr,5,1,10,2,failure
43422,3,self-employed,single,tertiary,no,0,yes,yes,cellular,6,apr,1,1,12,1,failure
43424,3,management,single,tertiary,no,0,yes,no,cellular,6,apr,1,1,3,2,success
43425,8,retired,married,unknown,no,0,no,no,cellular,6,apr,1,2,7,3,failure
43427,2,technician,single,tertiary,no,-1,yes,no,cellular,6,apr,5,3,7,2,failure
43429,8,management,married,tertiary,no,0,yes,no,cellular,8,apr,1,2,-1,0,unknown
43431,12,retired,divorced,primary,no,0,no,no,cellular,8,apr,2,1,-1,0,unknown
43432,5,technician,divorced,unknown,no,0,no,no,cellular,8,apr,5,1,-1,0,unknown
43433,3,management,married,tertiary,no,0,no,no,cellular,8,apr,6,2,5,5,other
43434,4,management,single,tertiary,no,0,no,no,unknown,12,apr,4,1,-1,0,unknown
43435,4,technician,single,secondary,no,2,no,no,cellular,12,apr,1,2,-1,0,unknown
43442,2,management,single,tertiary,no,0,no,no,cellular,12,apr,4,4,6,5,success
43451,4,technician,married,secondary,no,0,no,no,telephone,12,apr,2,1,-1,0,unknown
43454,3,admin.,married,secondary,no,0,no,no,cellular,12,apr,1,1,-1,0,unknown
43456,2,unemployed,single,primary,no,0,no,no,cellular,12,apr,1,3,-1,0,unknown
43458,9,self-employed,divorced,tertiary,no,0,yes,no,cellular,13,apr,0,1,6,3,success
43459,6,admin.,married,secondary,no,0,yes,no,cellular,13,apr,1,1,6,2,failure
43460,3,management,single,tertiary,no,0,no,no,cellular,13,apr,9,1,-1,0,unknown
43462,2,blue-collar,single,secondary,no,0,yes,no,cellular,13,apr,2,4,6,6,success
43463,3,management,single,tertiary,no,0,no,no,cellular,13,apr,1,1,11,1,success
43464,4,management,single,tertiary,no,0,no,no,cellular,13,apr,4,1,19,2,failure
43465,5,technician,married,tertiary,no,2,yes,no,cellular,13,apr,1,2,8,9,failure
43466,4,management,married,tertiary,no,0,no,no,cellular,13,apr,2,1,5,2,failure
43467,4,technician,single,tertiary,no,0,no,no,cellular,13,apr,2,4,6,2,success
43468,6,blue-collar,single,primary,no,0,no,no,unknown,13,apr,1,1,-1,0,unknown
43470,4,management,single,unknown,no,0,no,no,cellular,13,apr,3,2,-1,0,unknown
43471,1,student,single,secondary,no,0,no,no,cellular,13,apr,2,5,6,2,success
43472,4,technician,married,secondary,no,0,no,no,unknown,14,apr,1,1,-1,0,unknown
43473,5,services,married,primary,no,0,yes,no,cellular,14,apr,2,1,6,8,success
43475,4,management,single,tertiary,no,0,no,no,cellular,14,apr,1,8,6,2,success
43477,12,retired,married,secondary,no,0,no,no,telephone,15,apr,1,1,6,2,success
43478,2,technician,single,tertiary,no,0,no,no,cellular,15,apr,1,1,-1,0,unknown
43479,7,management,married,tertiary,no,0,no,no,cellular,15,apr,1,1,6,2,success
43480,8,technician,married,secondary,no,0,no,no,cellular,15,apr,1,2,12,3,failure
43481,3,management,single,tertiary,no,0,no,no,cellular,15,apr,1,1,-1,0,unknown
43482,4,blue-collar,married,primary,no,0,no,no,cellular,15,apr,2,1,10,4,success
43483,4,technician,married,secondary,no,0,no,yes,cellular,15,apr,1,1,-1,0,unknown
43484,1,management,single,tertiary,no,0,yes,no,cellular,15,apr,3,2,8,2,other
43487,1,services,single,secondary,no,0,no,no,cellular,15,apr,1,2,6,1,success
43488,4,management,married,tertiary,no,-1,yes,no,cellular,16,apr,2,4,6,2,other
43490,1,management,single,tertiary,no,0,no,yes,cellular,16,apr,2,3,-1,0,unknown
43493,3,management,married,tertiary,no,0,no,no,cellular,19,apr,1,2,-1,0,unknown
43498,1,student,single,primary,no,0,no,no,cellular,19,apr,4,1,6,4,success
43499,2,services,single,secondary,no,0,no,no,cellular,19,apr,1,2,-1,0,unknown
43501,8,management,married,tertiary,no,0,yes,no,telephone,19,apr,9,5,-1,0,unknown
43503,3,student,single,tertiary,no,1,no,no,cellular,20,apr,1,6,6,1,success
43504,8,unemployed,divorced,secondary,no,0,no,no,cellular,20,apr,1,1,6,3,success
43506,4,blue-collar,divorced,secondary,no,0,yes,no,telephone,20,apr,1,1,6,5,success
43507,4,blue-collar,single,secondary,no,0,yes,no,cellular,20,apr,3,1,21,1,failure
43509,4,technician,single,secondary,no,0,no,no,cellular,20,apr,3,3,6,1,success
43512,1,admin.,single,secondary,no,0,no,no,cellular,21,apr,3,1,-1,0,unknown
43513,3,student,single,secondary,no,0,no,no,telephone,21,apr,4,3,8,1,failure
43515,2,blue-collar,single,tertiary,no,0,no,no,telephone,21,apr,3,1,-1,0,unknown
43516,2,student,single,unknown,no,0,no,no,telephone,21,apr,5,2,-1,0,unknown
43517,3,housemaid,single,primary,no,5,no,no,cellular,21,apr,5,2,-1,0,unknown
43518,7,technician,married,secondary,no,0,yes,yes,cellular,21,apr,1,2,6,1,success
43519,8,entrepreneur,married,secondary,no,0,no,no,cellular,22,apr,1,1,-1,0,unknown
43521,2,management,single,tertiary,no,0,no,no,cellular,22,apr,3,2,-1,0,unknown
43524,9,management,married,tertiary,no,0,no,no,cellular,22,apr,4,1,10,2,success
43526,5,technician,married,tertiary,no,0,no,no,cellular,23,apr,4,6,6,4,success
43527,12,retired,married,secondary,no,0,no,no,telephone,23,apr,2,4,-1,0,unknown
43528,3,admin.,single,secondary,no,0,no,no,cellular,23,apr,2,1,-1,0,unknown
43530,5,self-employed,married,secondary,no,0,yes,no,cellular,23,apr,2,1,17,1,failure
43531,5,technician,single,unknown,no,2,no,no,cellular,23,apr,2,1,6,3,success
43532,11,retired,married,primary,no,0,no,no,cellular,23,apr,7,1,6,3,success
43533,5,management,divorced,tertiary,no,1,no,no,cellular,23,apr,2,9,6,5,other
43535,12,management,married,unknown,no,0,yes,no,cellular,23,apr,3,2,6,5,success
43536,6,admin.,divorced,primary,no,0,yes,no,cellular,26,apr,3,2,12,2,success
43538,4,technician,married,secondary,no,0,no,no,cellular,26,apr,1,2,6,2,success
43540,3,management,married,tertiary,no,0,yes,no,cellular,26,apr,5,2,-1,0,unknown
43542,2,management,single,tertiary,no,0,no,no,cellular,26,apr,1,1,11,1,failure
43544,6,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,12,1,6,4,failure
43547,2,management,single,tertiary,no,0,no,no,cellular,26,apr,2,2,4,2,success
43549,3,technician,single,tertiary,no,0,no,no,cellular,26,apr,1,1,6,2,success
43552,2,unemployed,single,tertiary,no,0,no,no,cellular,26,apr,1,1,-1,0,unknown
43556,9,blue-collar,married,primary,no,0,no,no,telephone,27,apr,2,1,6,7,failure
43560,4,unemployed,single,secondary,no,0,no,no,telephone,27,apr,3,2,5,3,other
43561,2,management,single,tertiary,no,0,no,no,cellular,27,apr,2,1,14,1,other
43563,7,admin.,married,unknown,no,0,no,no,telephone,27,apr,3,2,6,2,failure
43564,3,admin.,single,secondary,no,0,yes,no,unknown,27,apr,3,1,-1,0,unknown
43565,9,retired,married,secondary,no,0,no,no,cellular,27,apr,1,3,-1,0,unknown
43568,10,retired,married,secondary,no,0,no,no,cellular,28,apr,1,2,4,2,other
43569,12,self-employed,married,unknown,no,0,no,no,telephone,28,apr,3,1,6,1,success
43570,3,management,single,tertiary,no,0,no,no,cellular,28,apr,4,2,6,8,success
43572,9,retired,married,secondary,no,0,no,no,cellular,28,apr,3,1,6,1,success
43573,8,housemaid,married,secondary,no,0,yes,no,cellular,28,apr,5,1,6,3,success
43574,8,technician,married,tertiary,no,0,no,no,cellular,28,apr,3,2,-1,0,unknown
43575,3,admin.,married,tertiary,no,0,yes,no,cellular,29,apr,5,3,-1,0,unknown
43577,4,management,single,tertiary,no,1,no,no,cellular,29,apr,1,4,-1,0,unknown
43578,2,management,single,tertiary,no,0,no,no,cellular,29,apr,1,2,-1,0,unknown
43579,5,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,7,1,6,3,success
43581,8,management,married,tertiary,no,0,yes,no,cellular,29,apr,1,1,-1,0,unknown
43583,9,retired,married,primary,no,2,no,no,telephone,29,apr,5,1,6,1,failure
43585,6,admin.,married,secondary,no,0,no,no,cellular,29,apr,3,2,-1,0,unknown
43587,3,technician,single,tertiary,no,0,no,no,cellular,29,apr,2,3,-1,0,unknown
43588,3,management,single,tertiary,no,0,yes,no,cellular,29,apr,10,5,-1,0,unknown
43590,5,self-employed,married,tertiary,no,0,yes,no,telephone,29,apr,3,3,14,1,other
43591,2,student,single,secondary,no,0,no,no,cellular,29,apr,2,3,-1,0,unknown
43593,4,management,married,secondary,no,0,no,no,cellular,29,apr,3,1,13,1,success
43594,0,student,single,secondary,no,0,no,no,cellular,30,apr,1,1,6,2,success
43596,9,retired,divorced,secondary,no,0,no,no,cellular,30,apr,2,1,6,2,success
43597,5,unemployed,single,tertiary,no,0,no,no,cellular,30,apr,3,1,-1,0,unknown
43598,3,management,married,tertiary,no,0,no,no,cellular,30,apr,2,3,6,11,other
43599,4,services,married,secondary,no,0,no,no,cellular,30,apr,5,2,6,1,success
43602,7,technician,married,tertiary,no,0,no,no,cellular,30,apr,1,1,6,2,success
43603,6,admin.,married,secondary,no,0,no,no,cellular,30,apr,4,1,-1,0,unknown
43605,6,admin.,married,secondary,no,0,no,no,cellular,4,may,4,1,3,2,success
43607,6,blue-collar,married,secondary,no,0,yes,no,cellular,4,may,3,1,2,3,success
43609,9,blue-collar,married,primary,no,0,no,no,cellular,4,may,4,1,3,2,success
43610,3,unemployed,single,secondary,no,0,no,no,telephone,4,may,5,1,-1,0,unknown
43613,2,housemaid,single,tertiary,no,0,no,no,cellular,4,may,2,1,2,4,success
43614,12,retired,married,tertiary,no,1,no,no,telephone,4,may,3,1,3,2,success
43615,3,services,married,secondary,no,0,no,no,cellular,4,may,4,1,6,1,success
43618,4,unemployed,single,tertiary,no,0,no,no,cellular,4,may,1,2,2,2,success
43619,9,management,married,unknown,no,0,no,no,cellular,4,may,1,2,6,11,success
43620,13,retired,married,primary,no,0,no,no,telephone,4,may,1,1,1,3,success
43624,2,technician,single,tertiary,no,0,no,no,cellular,5,may,1,2,-1,0,unknown
43626,3,admin.,married,tertiary,no,0,yes,no,cellular,5,may,3,1,6,4,success
43629,5,technician,single,tertiary,no,0,yes,no,cellular,5,may,2,1,3,7,success
43630,2,management,single,tertiary,no,0,no,no,cellular,5,may,2,1,-1,0,unknown
43631,11,retired,married,secondary,no,0,no,no,cellular,5,may,1,1,3,2,failure
43633,2,student,single,unknown,no,0,no,no,cellular,5,may,1,1,2,4,other
43635,11,retired,married,primary,no,0,no,no,telephone,5,may,4,4,-1,0,unknown
43637,0,student,single,unknown,no,0,no,no,cellular,5,may,3,4,-1,0,unknown
43640,6,blue-collar,married,secondary,no,0,yes,no,cellular,6,may,2,1,1,5,success
43641,4,technician,married,tertiary,no,0,no,no,cellular,6,may,1,1,3,3,other
43642,10,retired,divorced,secondary,no,0,no,no,cellular,6,may,5,1,2,3,success
43647,4,admin.,single,tertiary,no,0,no,no,cellular,6,may,1,1,3,6,success
43649,4,management,married,tertiary,no,0,no,no,cellular,6,may,2,2,3,2,failure
