,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
20956,20956,7,11,1,2,0,0,0,0,2,14,8,1,2,-1,0,0,0
29509,29509,7,5,1,3,0,0,0,0,2,3,2,1,1,-1,0,0,0
13592,13592,2,7,3,2,0,0,1,0,2,9,7,5,1,-1,0,0,0
43123,43123,6,4,1,3,0,1,0,0,2,24,2,1,2,6,2,2,1
22738,22738,3,3,1,3,0,0,1,0,2,25,8,4,5,-1,0,0,0
27922,27922,6,4,2,2,0,0,1,0,2,28,1,2,1,-1,0,0,0
16564,16564,8,9,2,1,1,0,0,1,2,24,7,1,2,-1,0,0,0
33394,33394,2,6,3,2,0,0,1,0,2,20,4,1,1,-1,0,0,0
26641,26641,3,1,1,2,0,0,1,0,2,20,11,1,1,-1,0,0,0
37623,37623,4,11,1,2,0,0,1,0,2,14,5,5,1,-1,0,0,1
18446,18446,8,9,1,2,0,0,0,0,2,31,7,0,4,-1,0,0,0
7374,7374,5,5,1,3,0,0,1,1,0,29,5,4,1,-1,0,0,0
20717,20717,3,4,1,1,0,0,0,0,2,13,8,1,2,-1,0,0,0
2356,2356,1,10,3,2,0,-1,1,1,0,13,5,3,2,-1,0,0,0
5915,5915,8,10,1,2,0,-1,1,0,0,26,5,1,1,-1,0,0,0
30057,30057,6,2,3,1,0,1,0,0,2,4,2,8,3,-1,0,0,0
39662,39662,6,1,2,2,0,0,0,0,2,27,5,3,1,3,1,2,1
9744,9744,5,3,1,1,0,0,0,0,0,9,6,0,1,-1,0,0,0
22886,22886,3,3,3,3,0,0,0,0,2,25,8,1,18,-1,0,0,0
44919,44919,4,7,1,0,0,0,0,0,2,1,10,1,1,3,9,3,0
6083,6083,7,7,1,1,0,0,0,0,0,27,5,1,2,-1,0,0,0
10745,10745,8,3,2,1,0,1,0,0,0,17,6,0,4,-1,0,0,0
43944,43944,12,9,1,1,0,0,0,0,2,17,6,2,1,-1,0,0,0
6775,6775,2,7,3,2,0,0,1,0,0,28,5,2,1,-1,0,0,0
42440,42440,11,9,1,0,0,0,0,0,1,7,12,2,6,-1,0,0,0
4228,4228,7,8,1,2,0,1,1,1,0,19,5,3,2,-1,0,0,0
34735,34735,8,9,1,1,0,0,1,0,2,6,5,0,2,-1,0,0,0
40691,40691,8,4,1,2,0,0,0,0,1,7,8,0,2,2,1,1,0
39143,39143,2,3,3,3,0,0,1,0,2,18,5,1,3,-1,0,0,0
30632,30632,2,6,3,2,0,0,0,1,2,6,2,3,1,-1,0,0,0
43167,43167,11,9,1,0,0,0,0,0,1,26,2,2,3,4,2,2,1
14946,14946,8,1,1,2,0,-1,0,0,2,16,7,4,2,-1,0,0,0
10041,10041,4,7,3,2,0,0,1,0,0,11,6,1,12,-1,0,0,0
21555,21555,7,9,1,2,0,0,0,1,2,19,8,2,6,-1,0,0,0
712,712,4,5,1,3,0,0,1,0,0,6,5,0,3,-1,0,0,0
23466,23466,8,9,1,1,1,-1,0,1,2,28,8,1,3,-1,0,0,0
5672,5672,4,11,1,2,0,0,1,0,0,26,5,2,1,-1,0,0,0
40693,40693,10,1,1,2,0,1,0,0,2,7,8,1,1,-1,0,0,0
8120,8120,9,9,2,3,0,-1,1,0,0,2,6,0,1,-1,0,0,0
24233,24233,7,3,1,3,0,0,0,0,2,17,11,0,1,-1,0,0,0
28145,28145,3,1,3,2,0,0,1,0,2,29,1,0,1,8,2,1,0
1477,1477,3,10,1,0,0,0,0,0,0,8,5,2,2,-1,0,0,0
36013,36013,8,3,1,1,1,-1,1,0,1,11,5,0,5,-1,0,0,0
14328,14328,6,9,1,2,0,0,0,0,1,14,7,2,2,-1,0,0,0
3712,3712,5,11,1,2,0,0,1,0,0,16,5,10,1,-1,0,0,1
23529,23529,8,9,1,1,0,0,0,0,2,28,8,0,2,-1,0,0,0
19542,19542,8,1,1,2,1,-1,0,0,2,7,8,1,2,-1,0,0,0
6946,6946,3,1,3,2,0,0,1,0,0,28,5,4,1,-1,0,0,0
43232,43232,4,11,1,2,0,0,1,0,2,5,3,4,2,5,7,2,1
36803,36803,4,11,1,2,0,0,1,0,2,12,5,0,2,12,2,1,0
27299,27299,4,3,3,3,0,0,1,1,2,21,11,0,1,-1,0,0,0
41971,41971,5,3,1,3,0,0,0,0,2,26,10,1,2,-1,0,0,0
28297,28297,7,5,1,3,0,0,0,1,2,29,1,0,1,-1,0,0,0
29189,29189,4,5,1,3,0,0,1,1,2,2,2,0,2,-1,0,0,0
22030,22030,7,8,1,3,0,0,1,0,2,20,8,0,5,-1,0,0,0
35775,35775,2,10,1,2,0,0,1,0,2,8,5,0,1,-1,0,0,0
44916,44916,3,10,3,2,0,0,0,0,2,1,10,1,2,-1,0,0,0
15988,15988,4,3,1,3,1,0,1,0,2,22,7,0,3,-1,0,0,0
5014,5014,2,10,3,2,0,0,1,0,0,21,5,1,1,-1,0,0,0
7866,7866,2,3,3,3,0,0,1,0,0,30,5,1,2,-1,0,0,1
34558,34558,2,11,1,2,0,0,1,0,2,5,5,2,2,9,8,1,0
6878,6878,2,5,3,1,0,-1,1,0,0,28,5,1,2,-1,0,0,0
4338,4338,1,1,3,2,0,0,1,0,0,19,5,0,26,-1,0,0,0
11008,11008,7,8,2,3,0,1,0,0,0,17,6,2,2,-1,0,0,0
27982,27982,8,7,1,1,0,0,0,0,2,28,1,0,1,5,6,1,0
30671,30671,3,3,1,3,0,0,0,0,2,6,2,0,8,7,4,3,0
25220,25220,7,1,1,2,0,0,0,1,2,18,11,4,2,3,1,3,0
31392,31392,6,3,2,3,0,-1,1,0,2,24,3,1,2,-1,0,0,1
34459,34459,7,3,2,3,0,0,1,0,2,5,5,1,1,-1,0,0,0
33849,33849,10,9,1,2,0,4,1,0,2,28,4,2,2,-1,0,0,0
34131,34131,3,3,1,3,0,-1,1,0,2,30,4,1,2,-1,0,0,0
30964,30964,6,5,1,3,0,0,1,0,2,9,2,0,4,-1,0,0,0
11444,11444,6,7,1,1,0,0,0,0,0,19,6,1,1,-1,0,0,0
2074,2074,6,10,1,2,0,0,0,0,0,12,5,1,4,-1,0,0,0
15987,15987,3,10,1,3,0,0,1,0,2,22,7,4,1,-1,0,0,0
28207,28207,2,1,1,2,0,0,1,0,2,29,1,0,1,8,2,3,0
26573,26573,7,10,2,2,0,1,1,0,2,20,11,1,1,-1,0,0,0
41435,41435,2,3,3,3,0,1,0,0,2,4,9,0,1,3,2,3,0
25286,25286,5,3,1,3,0,2,1,0,2,18,11,11,3,-1,0,0,0
19865,19865,8,1,1,1,0,0,1,0,2,8,8,0,4,-1,0,0,0
6660,6660,2,11,1,2,0,0,1,0,0,28,5,3,1,-1,0,0,0
14428,14428,7,10,3,3,0,0,0,0,2,14,7,3,3,-1,0,0,0
28264,28264,5,2,2,2,0,0,0,0,2,29,1,0,1,-1,0,0,0
37619,37619,3,1,3,2,0,0,1,0,2,14,5,2,1,12,1,3,0
43511,43511,5,8,1,3,0,0,0,0,2,21,4,3,2,11,17,3,0
42790,42790,7,3,1,3,0,0,0,0,2,28,1,6,2,4,1,3,1
43403,43403,7,10,3,3,0,0,0,0,2,5,4,2,1,-1,0,0,1
9991,9991,6,10,1,2,0,0,1,0,0,9,6,5,2,-1,0,0,0
12162,12162,4,7,1,1,0,0,1,1,0,20,6,0,5,-1,0,0,0
1329,1329,3,7,1,2,0,0,1,0,0,8,5,1,2,-1,0,0,0
2653,2653,8,3,1,2,0,0,1,0,0,13,5,2,2,-1,0,0,0
2426,2426,2,1,3,2,0,0,1,0,0,13,5,2,1,-1,0,0,0
40886,40886,9,3,3,3,0,0,0,0,2,12,8,1,1,3,3,1,1
28617,28617,4,3,3,3,0,0,1,0,2,29,1,1,2,7,8,3,0
36938,36938,5,11,1,2,0,0,1,1,1,12,5,1,4,-1,0,0,0
25828,25828,3,10,3,2,0,0,1,0,2,19,11,1,1,-1,0,0,0
40803,40803,1,6,3,0,0,0,0,0,2,11,8,1,1,-1,0,0,0
31285,31285,12,9,1,2,0,1,0,0,1,9,3,2,9,-1,0,0,1
34322,34322,6,7,1,1,0,0,1,0,2,4,5,6,4,-1,0,0,1
24864,24864,4,3,3,3,0,0,1,0,2,18,11,1,1,3,5,1,0
41492,41492,2,1,3,2,0,0,0,0,2,8,9,2,1,3,1,2,1
30259,30259,5,7,3,1,0,0,1,0,2,5,2,0,1,6,8,2,0
20268,20268,4,3,1,2,0,2,1,0,2,11,8,6,2,-1,0,0,1
6554,6554,3,7,3,2,0,0,1,0,0,27,5,10,8,-1,0,0,0
13657,13657,3,7,1,1,0,0,1,1,2,9,7,3,2,-1,0,0,0
25401,25401,3,3,3,3,0,0,1,0,2,18,11,1,1,4,1,1,0
38416,38416,3,3,1,2,0,-1,1,0,2,15,5,1,1,9,3,1,0
28284,28284,3,7,1,1,0,0,0,0,2,29,1,5,1,-1,0,0,1
15341,15341,6,1,1,2,0,0,0,1,2,18,7,0,3,-1,0,0,0
3659,3659,7,1,1,1,0,0,1,0,0,16,5,0,1,-1,0,0,0
11037,11037,4,7,1,1,0,0,0,0,0,17,6,2,16,-1,0,0,0
29012,29012,6,7,3,2,0,-1,1,0,2,2,2,0,1,6,1,1,0
34505,34505,2,1,3,3,0,0,1,0,2,5,5,1,1,-1,0,0,0
14559,14559,5,3,1,3,0,0,1,0,2,15,7,0,2,-1,0,0,0
942,942,3,11,3,2,0,-1,0,0,0,7,5,2,2,-1,0,0,0
3173,3173,5,7,1,1,0,0,1,0,0,15,5,1,2,-1,0,0,0
11128,11128,4,7,1,1,0,0,0,0,0,18,6,1,2,-1,0,0,0
44693,44693,4,1,1,2,0,0,0,0,0,6,9,0,1,-1,0,0,0
9621,9621,9,3,1,2,0,0,0,0,0,6,6,1,1,-1,0,0,0
40061,40061,2,11,3,2,0,0,0,0,2,4,6,1,1,-1,0,0,1
6908,6908,4,3,3,2,0,0,1,0,0,28,5,0,2,-1,0,0,0
19822,19822,3,10,1,3,0,0,1,1,2,8,8,2,2,-1,0,0,0
44658,44658,3,3,3,3,0,0,0,0,2,2,9,0,2,12,1,1,0
19764,19764,4,10,3,2,0,0,0,0,2,8,8,10,5,-1,0,0,1
36115,36115,6,7,1,1,0,-1,1,1,2,11,5,1,2,-1,0,0,0
37813,37813,3,11,3,2,0,-1,1,0,2,14,5,0,2,-1,0,0,0
7018,7018,6,10,1,0,0,-1,1,0,0,28,5,1,4,-1,0,0,0
34464,34464,3,7,3,2,0,0,1,1,2,5,5,1,1,11,4,1,0
41488,41488,3,3,1,3,0,0,1,0,2,8,9,1,1,-1,0,0,0
10321,10321,7,3,1,3,0,0,0,0,0,12,6,1,1,-1,0,0,0
6923,6923,3,7,1,2,0,0,1,0,0,28,5,2,2,-1,0,0,0
14167,14167,5,1,3,2,0,0,1,0,2,11,7,5,2,-1,0,0,0
11486,11486,6,7,1,1,0,0,0,1,0,19,6,4,1,-1,0,0,0
32304,32304,4,7,1,2,0,0,1,0,2,16,4,1,1,-1,0,0,0
6474,6474,2,7,3,0,0,0,1,0,0,27,5,4,2,-1,0,0,0
15591,15591,7,5,1,3,0,0,0,1,2,21,7,1,4,-1,0,0,0
16091,16091,5,3,1,3,0,0,1,0,2,22,7,0,3,-1,0,0,0
14290,14290,3,11,1,2,0,0,0,0,2,14,7,2,2,-1,0,0,0
8513,8513,5,1,1,3,0,0,1,0,0,3,6,0,15,-1,0,0,0
36514,36514,7,9,1,2,0,1,0,0,2,12,5,6,3,5,1,1,1
24984,24984,7,10,1,3,0,1,0,0,2,18,11,0,1,-1,0,0,0
33877,33877,6,10,1,2,0,0,1,0,2,30,4,8,1,2,5,1,1
41154,41154,6,3,1,3,0,0,0,0,2,19,8,3,4,-1,0,0,0
38209,38209,3,8,1,3,0,0,1,0,2,15,5,0,1,-1,0,0,0
43183,43183,2,10,3,2,0,0,1,0,2,2,3,1,1,9,2,1,1
310,310,8,1,1,2,0,0,1,0,0,5,5,0,2,-1,0,0,0
24827,24827,6,3,1,3,0,0,0,0,2,18,11,0,1,-1,0,0,0
37525,37525,4,10,1,2,0,-1,1,0,2,13,5,1,3,8,2,1,0
11234,11234,3,3,3,3,0,1,1,0,0,18,6,2,29,-1,0,0,0
702,702,3,1,1,2,0,0,0,0,0,6,5,1,3,-1,0,0,0
6221,6221,3,3,3,3,0,0,1,0,0,27,5,0,1,-1,0,0,0
38163,38163,5,11,1,2,0,0,1,0,2,15,5,1,3,-1,0,0,0
34847,34847,6,5,3,2,0,0,1,0,2,6,5,1,1,-1,0,0,0
38087,38087,7,3,1,3,0,0,0,0,2,14,5,1,4,12,5,1,0
7431,7431,3,3,3,3,0,0,1,1,0,29,5,5,2,-1,0,0,0
27815,27815,8,7,1,2,0,0,0,0,2,28,1,2,1,-1,0,0,0
20978,20978,6,10,1,3,0,0,0,0,2,14,8,0,2,-1,0,0,0
13374,13374,8,9,1,3,0,0,0,1,2,9,7,2,1,-1,0,0,0
15370,15370,3,3,3,3,0,0,1,0,2,18,7,2,1,-1,0,0,0
19715,19715,3,10,3,2,0,0,0,0,2,7,8,1,3,-1,0,0,0
28406,28406,2,10,3,3,0,0,1,0,2,29,1,2,2,-1,0,0,0
14263,14263,5,10,1,2,0,0,1,0,2,14,7,2,2,-1,0,0,0
3483,3483,8,3,1,3,0,0,1,0,0,15,5,1,32,-1,0,0,0
24078,24078,5,1,2,1,0,0,1,0,1,23,10,0,1,-1,0,0,1
37736,37736,7,3,1,2,0,0,1,1,2,14,5,0,5,-1,0,0,0
26023,26023,6,11,2,2,0,0,0,0,2,19,11,2,3,-1,0,0,0
29062,29062,3,3,1,3,0,0,1,0,2,2,2,0,1,-1,0,0,0
28771,28771,3,3,1,3,0,0,1,0,2,30,1,1,2,0,3,3,0
4386,4386,4,3,2,3,0,-1,1,0,0,20,5,0,1,-1,0,0,0
3836,3836,6,3,1,3,0,0,0,0,0,16,5,1,1,-1,0,0,0
19651,19651,5,8,1,3,0,0,0,0,2,7,8,2,2,-1,0,0,1
27817,27817,3,3,1,3,0,0,0,0,2,28,1,3,1,-1,0,0,0
2131,2131,3,10,3,2,0,-1,1,0,0,12,5,1,1,-1,0,0,0
34612,34612,3,7,1,1,0,0,1,0,2,5,5,2,1,11,4,2,0
41094,41094,3,10,1,3,0,1,0,0,2,17,8,1,1,2,2,1,0
22329,22329,3,10,3,2,0,0,0,0,2,22,8,0,2,-1,0,0,0
34622,34622,7,5,1,2,0,0,1,0,2,5,5,3,2,9,1,1,0
8068,8068,4,7,1,2,0,0,1,1,0,2,6,4,2,-1,0,0,0
37810,37810,1,7,1,1,0,0,0,0,2,14,5,2,2,-1,0,0,0
2912,2912,3,2,3,2,0,0,1,0,0,14,5,1,2,-1,0,0,0
2834,2834,7,10,1,2,0,1,1,0,0,14,5,3,1,-1,0,0,0
26422,26422,3,11,3,1,0,1,1,0,1,20,11,1,2,-1,0,0,0
38658,38658,8,1,1,2,0,0,1,1,2,15,5,1,3,-1,0,0,0
15938,15938,3,3,1,3,0,0,1,0,2,22,7,1,5,-1,0,0,0
11670,11670,7,7,1,1,0,-1,0,0,0,20,6,1,10,-1,0,0,0
23090,23090,3,10,3,2,0,0,0,0,2,26,8,0,4,-1,0,0,0
34744,34744,7,3,1,1,1,0,1,1,2,6,5,0,1,-1,0,0,0
13598,13598,8,10,1,2,0,0,0,0,2,9,7,5,1,-1,0,0,0
42905,42905,3,3,3,3,0,0,0,0,2,5,2,1,1,3,1,1,0
10782,10782,4,7,1,2,0,0,0,0,0,17,6,0,1,-1,0,0,0
12195,12195,4,11,2,2,0,0,0,0,0,20,6,0,7,-1,0,0,0
42578,42578,1,11,3,2,0,0,0,0,2,29,12,2,1,5,4,2,1
23073,23073,6,10,1,2,0,0,0,0,2,26,8,2,4,-1,0,0,0
33833,33833,7,1,1,2,0,0,1,1,2,27,4,0,1,-1,0,0,0
19499,19499,6,7,1,2,0,0,0,0,2,7,8,1,2,-1,0,0,0
6834,6834,5,7,3,0,0,0,1,0,0,28,5,0,1,-1,0,0,0
11531,11531,4,10,3,2,0,0,1,0,0,19,6,0,2,-1,0,0,0
22415,22415,5,10,1,2,0,0,0,0,2,22,8,0,2,-1,0,0,0
29536,29536,5,3,1,3,0,0,0,0,2,3,2,7,1,-1,0,0,0
3209,3209,6,10,1,2,0,0,1,0,0,15,5,2,1,-1,0,0,0
37535,37535,2,6,3,2,0,0,1,0,2,14,5,0,3,-1,0,0,0
27153,27153,3,10,1,2,0,0,1,1,2,21,11,0,5,3,2,1,0
26703,26703,3,1,1,2,0,0,1,1,2,20,11,0,2,5,2,1,0
33366,33366,3,7,1,1,0,0,1,0,2,20,4,2,4,-1,0,0,0
26800,26800,4,1,1,3,0,0,0,1,2,20,11,0,2,-1,0,0,0
41668,41668,3,4,3,2,0,0,0,0,1,1,10,2,1,3,1,1,0
10148,10148,5,1,2,2,0,0,0,0,0,11,6,1,1,-1,0,0,0
27740,27740,5,10,2,2,0,0,1,0,2,28,1,1,1,8,2,1,0
25096,25096,5,3,1,3,0,0,0,1,2,18,11,0,1,3,2,1,0
35787,35787,5,1,1,2,1,-1,1,0,2,8,5,0,1,11,2,1,0
1758,1758,3,10,2,2,1,-1,0,1,0,9,5,0,1,-1,0,0,0
42573,42573,12,9,2,1,0,0,0,0,2,29,12,1,2,-1,0,0,0
23208,23208,7,10,1,3,0,0,0,0,2,27,8,0,4,-1,0,0,0
7873,7873,4,10,3,2,0,0,0,0,0,30,5,0,4,-1,0,0,0
17003,17003,3,10,3,2,0,0,0,1,2,25,7,1,5,-1,0,0,0
26723,26723,3,10,2,2,0,0,0,0,2,20,11,0,2,-1,0,0,0
31605,31605,6,3,1,3,0,0,1,0,2,3,4,4,2,-1,0,0,0
38682,38682,5,1,2,2,0,0,1,0,2,15,5,1,2,11,1,1,0
44812,44812,12,9,2,1,0,0,0,0,2,16,9,1,1,6,1,1,0
42581,42581,2,1,1,2,0,0,0,0,2,29,12,1,2,6,2,2,1
8172,8172,4,7,3,2,0,0,1,0,0,2,6,0,2,-1,0,0,0
23983,23983,6,8,1,1,0,0,0,0,1,29,8,0,2,-1,0,0,0
16614,16614,5,3,1,3,0,0,1,0,2,24,7,1,1,-1,0,0,0
30938,30938,6,7,1,2,0,0,0,0,1,9,2,0,6,-1,0,0,0
33533,33533,6,11,1,1,0,0,1,1,2,20,4,0,2,-1,0,0,0
11421,11421,8,9,1,2,0,0,1,1,0,19,6,6,1,-1,0,0,0
19726,19726,3,10,1,2,0,0,0,0,2,7,8,2,3,-1,0,0,0
15491,15491,2,7,3,2,0,0,0,0,2,18,7,1,2,-1,0,0,0
41054,41054,8,3,2,3,0,0,0,0,2,14,8,2,1,-1,0,0,0
31348,31348,4,5,2,3,0,0,0,0,2,16,3,3,4,-1,0,0,1
17970,17970,6,7,2,2,1,-1,1,0,2,30,7,0,2,-1,0,0,0
13477,13477,5,1,1,1,0,0,1,0,2,9,7,2,1,-1,0,0,0
34221,34221,2,11,3,2,0,0,1,0,2,4,5,0,2,-1,0,0,0
17121,17121,6,7,1,1,0,-1,1,0,2,25,7,0,2,-1,0,0,0
29257,29257,3,11,2,2,0,0,0,0,2,2,2,1,1,-1,0,0,0
36423,36423,5,7,1,1,0,0,1,1,2,11,5,5,2,-1,0,0,0
41646,41646,2,6,3,3,0,0,0,0,2,29,9,1,1,-1,0,0,0
18246,18246,5,11,2,2,0,0,1,0,2,31,7,0,14,-1,0,0,0
1934,1934,8,7,1,2,0,-1,1,1,0,9,5,1,2,-1,0,0,0
20658,20658,6,10,2,2,0,-1,0,1,2,12,8,2,3,-1,0,0,0
8830,8830,3,11,3,2,0,-1,0,0,0,4,6,1,3,-1,0,0,0
2286,2286,3,11,1,2,0,-1,1,0,0,12,5,1,2,-1,0,0,0
18153,18153,2,7,3,2,0,0,1,1,2,30,7,0,5,-1,0,0,0
22772,22772,4,10,2,2,0,0,1,0,2,25,8,0,18,-1,0,0,0
17094,17094,7,7,1,1,0,0,1,1,2,25,7,7,3,-1,0,0,1
26750,26750,5,3,1,3,0,1,0,0,2,20,11,1,2,-1,0,0,0
39973,39973,7,3,2,3,0,0,0,0,2,3,6,1,2,-1,0,0,1
42749,42749,3,7,1,2,0,0,0,0,2,27,1,1,2,-1,0,0,0
809,809,8,10,1,2,0,0,0,0,0,7,5,0,1,-1,0,0,0
4974,4974,2,11,1,2,0,0,1,1,0,21,5,3,1,-1,0,0,0
23888,23888,4,3,1,3,0,0,0,0,2,29,8,1,2,-1,0,0,0
9560,9560,6,3,1,1,0,0,1,0,0,6,6,0,24,-1,0,0,0
15012,15012,8,7,2,2,0,0,0,1,1,17,7,2,3,-1,0,0,0
38654,38654,4,3,3,3,0,2,1,0,1,15,5,0,10,5,5,1,0
35773,35773,7,7,1,0,0,0,0,0,1,8,5,2,1,-1,0,0,0
17258,17258,7,1,1,2,0,0,0,1,1,28,7,1,2,-1,0,0,0
36686,36686,3,11,3,2,0,0,1,0,2,12,5,0,3,10,3,3,0
2812,2812,6,3,1,3,0,0,1,0,0,14,5,1,2,-1,0,0,0
1172,1172,3,10,3,3,0,0,1,0,0,8,5,7,2,-1,0,0,1
4589,4589,4,4,1,3,0,0,1,0,0,20,5,2,2,-1,0,0,0
38742,38742,4,10,1,2,0,0,1,1,1,18,5,0,7,5,1,3,0
32647,32647,3,10,1,2,0,0,1,0,2,17,4,1,2,7,2,1,0
3406,3406,8,3,1,3,0,0,1,0,0,15,5,1,2,-1,0,0,0
33461,33461,3,10,3,3,0,0,0,0,2,20,4,4,1,-1,0,0,0
33658,33658,3,7,3,2,0,0,1,0,2,20,4,3,2,-1,0,0,0
14309,14309,9,9,1,3,0,0,0,0,1,14,7,3,3,-1,0,0,0
20282,20282,4,3,3,2,0,0,1,1,2,11,8,1,4,-1,0,0,0
17878,17878,6,3,3,3,0,0,0,1,2,30,7,6,4,-1,0,0,1
8213,8213,5,7,1,2,0,0,1,0,0,2,6,5,5,-1,0,0,1
11939,11939,7,10,1,2,0,0,1,0,0,20,6,1,21,-1,0,0,0
31812,31812,8,2,1,2,0,0,0,0,2,8,4,1,1,-1,0,0,0
40861,40861,3,11,3,2,0,0,0,0,2,12,8,1,1,3,1,2,1
271,271,5,7,2,1,0,0,1,0,0,5,5,8,1,-1,0,0,0
30052,30052,4,7,1,2,0,0,0,0,2,4,2,2,2,-1,0,0,0
12748,12748,6,3,1,1,0,0,0,0,2,7,7,0,4,-1,0,0,0
22655,22655,4,3,3,3,0,0,0,0,2,25,8,0,4,-1,0,0,0
220,220,5,2,1,2,0,0,1,0,0,5,5,2,1,-1,0,0,0
40703,40703,8,9,1,0,0,0,0,0,2,7,8,1,2,3,1,1,0
607,607,7,7,1,1,0,0,1,1,0,6,5,1,1,-1,0,0,0
25106,25106,7,1,3,2,0,0,0,0,2,18,11,3,1,-1,0,0,0
21422,21422,8,9,1,1,0,0,0,0,2,18,8,1,2,-1,0,0,1
18731,18731,3,11,1,1,0,-1,1,0,2,31,7,0,5,-1,0,0,0
8691,8691,2,7,1,1,0,0,1,0,0,3,6,4,1,-1,0,0,0
8652,8652,3,3,3,3,0,-1,1,0,0,3,6,0,12,-1,0,0,0
2322,2322,6,7,1,1,0,0,1,0,0,13,5,1,3,-1,0,0,0
9508,9508,5,11,3,2,0,0,0,0,0,6,6,3,2,-1,0,0,0
9329,9329,5,3,3,2,0,0,0,0,0,6,6,0,11,-1,0,0,0
31887,31887,8,7,1,1,0,0,0,0,1,9,4,1,4,-1,0,0,0
38030,38030,4,11,2,1,0,1,1,0,2,14,5,1,4,-1,0,0,0
30169,30169,7,10,2,1,0,0,0,1,2,5,2,0,6,-1,0,0,0
6558,6558,3,0,3,2,0,-1,0,1,0,27,5,0,3,-1,0,0,0
3828,3828,4,7,1,1,0,0,1,0,0,16,5,3,1,-1,0,0,0
26210,26210,3,5,1,3,0,0,0,1,2,20,11,3,4,-1,0,0,0
16946,16946,2,7,1,2,0,0,1,0,2,25,7,2,1,-1,0,0,0
15397,15397,3,10,3,3,0,0,0,0,2,18,7,2,1,-1,0,0,0
27892,27892,6,3,2,3,0,1,0,0,2,28,1,0,1,-1,0,0,0
20761,20761,7,9,1,3,0,1,0,0,2,13,8,0,2,-1,0,0,0
24794,24794,4,3,3,3,0,0,0,1,2,18,11,0,1,-1,0,0,0
40223,40223,4,11,1,2,0,0,1,0,2,12,6,0,4,10,6,1,0
37306,37306,6,7,2,1,0,-1,1,0,2,13,5,0,2,-1,0,0,0
21057,21057,4,10,1,2,0,0,0,0,2,14,8,2,2,-1,0,0,0
43595,43595,3,3,1,3,0,1,0,0,2,30,4,1,2,6,7,2,0
34566,34566,3,7,3,1,0,0,1,0,2,5,5,2,1,-1,0,0,1
6100,6100,5,7,2,2,0,-1,1,0,0,27,5,0,3,-1,0,0,0
40610,40610,2,3,1,3,0,0,0,0,2,4,8,7,1,-1,0,0,1
889,889,6,3,2,3,0,0,0,1,0,7,5,1,1,-1,0,0,0
35659,35659,3,3,3,3,0,0,1,0,2,8,5,1,1,1,1,3,0
7360,7360,6,10,1,2,0,0,1,0,0,29,5,1,4,-1,0,0,0
5586,5586,3,5,1,2,0,0,1,0,0,23,5,1,6,-1,0,0,0
6316,6316,4,3,2,3,0,-1,1,0,0,27,5,2,1,-1,0,0,0
31295,31295,3,3,3,3,0,0,0,0,2,10,3,2,1,-1,0,0,1
35661,35661,6,8,1,2,0,0,1,0,2,8,5,0,1,12,2,1,0
5799,5799,8,10,2,2,0,0,1,0,0,26,5,2,2,-1,0,0,0
44364,44364,2,10,3,2,0,0,0,0,2,2,8,8,3,9,2,3,0
25281,25281,6,3,1,3,0,0,0,0,2,18,11,2,3,-1,0,0,0
30551,30551,5,10,1,0,0,0,1,0,2,5,2,3,2,-1,0,0,0
39568,39568,6,2,1,2,0,0,0,0,1,26,5,1,5,-1,0,0,0
1497,1497,6,7,1,1,0,0,1,0,0,8,5,1,2,-1,0,0,0
6521,6521,3,10,1,2,0,-1,1,0,0,27,5,1,2,-1,0,0,0
19026,19026,5,4,1,1,0,0,0,0,2,5,8,3,1,-1,0,0,0
16974,16974,3,10,2,2,0,0,0,0,2,25,7,0,2,-1,0,0,0
34325,34325,3,10,1,3,0,0,1,0,2,4,5,2,4,-1,0,0,1
7792,7792,6,11,1,2,0,1,1,0,0,30,5,3,3,-1,0,0,0
19460,19460,7,1,1,2,0,0,0,1,2,7,8,0,2,-1,0,0,0
23738,23738,4,3,1,3,0,0,0,0,2,28,8,0,8,-1,0,0,0
17866,17866,7,9,1,2,0,0,0,0,2,30,7,2,6,-1,0,0,0
3227,3227,5,3,1,3,0,0,1,0,0,15,5,0,1,-1,0,0,0
3156,3156,2,7,3,2,0,0,1,1,0,14,5,0,5,-1,0,0,0
37957,37957,1,7,3,2,0,-1,1,0,2,14,5,3,2,-1,0,0,0
24571,24571,6,1,1,2,0,0,1,0,2,17,11,1,1,-1,0,0,0
19740,19740,3,10,3,2,0,0,0,0,2,7,8,0,3,-1,0,0,0
20584,20584,3,3,2,3,0,0,1,0,2,12,8,0,2,-1,0,0,0
27475,27475,3,1,3,2,0,0,1,0,2,21,11,3,2,-1,0,0,0
4899,4899,2,11,3,2,0,-1,1,0,0,21,5,2,1,-1,0,0,0
28823,28823,4,7,1,2,0,0,0,0,2,30,1,1,1,-1,0,0,0
28802,28802,3,3,3,3,0,0,0,0,2,30,1,2,2,-1,0,0,0
11297,11297,7,7,1,1,0,0,0,0,0,18,6,0,10,-1,0,0,0
23211,23211,5,10,1,2,0,0,0,0,2,27,8,1,6,-1,0,0,0
2266,2266,5,3,3,3,0,0,1,1,0,12,5,1,4,-1,0,0,0
38914,38914,2,7,3,2,0,0,1,0,2,18,5,3,1,-1,0,0,0
35754,35754,4,10,2,2,0,0,1,0,2,8,5,2,1,9,4,3,0
